날짜,상품명,발주가능상태,입고수량,카테고리,출고수량
2023-06-27,S7_194,발주가능,669,우유,668
2023-06-27,S7_196,발주가능,242,우유,234
2023-06-27,S7_197,발주가능,183,간식,183
2023-06-27,S7_205,발주가능,405,배달음식,399
2023-06-27,S7_206,발주가능,308,빵,305
2023-06-27,S7_209,발주가능,525,물,522
2023-06-27,S7_213,발주가능,224,우유,218
2023-06-27,S7_219,발주가능,613,우유,612
2023-06-27,S7_222,단종,402,빵,394
2023-06-27,S7_224,발주가능,595,빵,595
2023-06-27,S7_225,발주가능,11,물,6
2023-06-27,S7_473,발주가능,471,우유,465
2023-06-27,S7_227,발주가능,664,우유,660
2023-06-27,S7_229,발주가능,372,주류,369
2023-06-27,S7_238,발주가능,682,빵,680
2023-06-27,S7_240,발주가능,264,물,263
2023-06-27,S7_242,발주가능,424,물,422
2023-06-27,S7_243,발주가능,172,배달음식,171
2023-06-27,S7_244,발주가능,494,배달음식,489
2023-06-27,S7_245,발주가능,682,배달음식,676
2023-06-27,S7_246,발주가능,347,물,347
2023-06-27,S7_247,발주가능,495,물,491
2023-06-27,S7_250,발주가능,251,배달음식,249
2023-06-27,S7_254,발주가능,635,간식,629
2023-06-27,S7_258,발주가능,107,간식,104
2023-06-27,S7_260,발주가능,450,간식,446
2023-06-27,S7_265,발주가능,459,배달음식,456
2023-06-27,S7_266,발주가능,415,배달음식,415
2023-06-27,S7_268,발주가능,241,배달음식,238
2023-06-27,S7_269,발주가능,157,물,150
2023-06-27,S7_275,발주가능,138,우유,135
2023-06-27,S7_277,발주가능,227,빵,222
2023-06-27,S7_281,발주가능,392,주류,387
2023-06-27,S7_289,발주가능,563,물,558
2023-06-27,S7_290,발주가능,267,물,267
2023-06-27,S7_296,발주가능,128,빵,125
2023-06-27,S7_298,발주가능,546,빵,546
2023-06-27,S7_300,발주가능,44,주류,36
2023-06-27,S7_302,발주가능,211,주류,211
2023-06-27,S7_304,발주가능,433,주류,429
2023-06-27,S7_305,발주가능,375,주류,375
2023-06-27,S7_308,발주가능,616,주류,611
2023-06-27,S7_309,발주가능,473,주류,467
2023-06-27,S7_310,발주가능,197,주류,196
2023-06-27,S7_312,발주가능,595,주류,589
2023-06-27,S7_317,발주가능,155,빵,155
2023-06-27,S7_322,발주가능,153,빵,146
2023-06-27,S7_326,발주가능,575,주류,575
2023-06-27,S7_330,발주가능,97,간식,92
2023-06-27,S7_331,발주가능,0,간식,0
2023-06-27,S7_333,발주가능,9,간식,8
2023-06-27,S7_335,발주가능,141,간식,134
2023-06-27,S7_340,발주가능,160,물,153
2023-06-27,S7_347,발주가능,118,빵,118
2023-06-27,S7_349,발주가능,357,빵,353
2023-06-27,S7_350,발주가능,529,빵,526
2023-06-27,S7_351,발주가능,106,빵,101
2023-06-27,S7_352,발주가능,282,빵,279
2023-06-27,S7_354,발주가능,387,빵,383
2023-06-27,S7_355,발주가능,304,빵,304
2023-06-27,S7_356,발주가능,319,빵,317
2023-06-27,S7_358,발주가능,524,물,522
2023-06-27,S7_361,발주가능,511,물,504
2023-06-27,S7_363,발주가능,288,물,279
2023-06-27,S7_364,발주가능,605,물,605
2023-06-27,S7_365,발주가능,450,물,443
2023-06-27,S7_367,발주가능,656,물,655
2023-06-27,S7_368,발주가능,602,물,593
2023-06-27,S7_369,발주가능,688,물,685
2023-06-27,S7_373,발주가능,203,물,197
2023-06-27,S7_374,발주가능,65,물,56
2023-06-27,S7_377,발주가능,517,간식,513
2023-06-27,S7_381,발주가능,451,간식,443
2023-06-27,S7_382,발주가능,346,간식,339
2023-06-27,S7_384,발주가능,33,간식,24
2023-06-27,S7_388,발주가능,513,간식,512
2023-06-27,S7_392,발주가능,4,빵,1
2023-06-27,S7_393,발주가능,650,물,648
2023-06-27,S7_394,발주가능,193,물,191
2023-06-27,S7_395,발주가능,442,물,434
2023-06-27,S7_400,발주가능,119,물,111
2023-06-27,S7_402,발주가능,614,물,610
2023-06-27,S7_406,발주가능,457,물,453
2023-06-27,S7_407,발주가능,462,물,462
2023-06-27,S7_409,발주가능,153,우유,144
2023-06-27,S7_419,발주가능,523,우유,514
2023-06-27,S7_420,발주가능,125,우유,121
2023-06-27,S7_422,발주가능,56,우유,52
2023-06-27,S7_429,발주가능,134,간식,127
2023-06-27,S7_431,발주가능,10,간식,9
2023-06-27,S7_432,발주가능,404,물,399
2023-06-27,S7_433,발주가능,139,물,139
2023-06-27,S7_435,발주가능,58,물,52
2023-06-27,S7_436,발주가능,534,물,528
2023-06-27,S7_437,발주가능,636,물,634
2023-06-27,S7_439,발주가능,596,물,589
2023-06-27,S7_440,발주가능,24,주류,23
2023-06-27,S7_443,발주가능,74,빵,67
2023-06-27,S7_448,발주가능,225,우유,218
2023-06-27,S7_451,발주가능,229,스낵,227
2023-06-27,S7_453,발주가능,367,우유,358
2023-06-27,S7_454,발주가능,16,우유,10
2023-06-27,S7_457,발주가능,130,우유,129
2023-06-27,S7_458,발주가능,409,주류,405
2023-06-27,S7_493,발주가능,665,빵,661
2023-06-27,S7_460,발주가능,350,스낵,344
2023-06-27,S7_463,발주가능,36,간식,28
2023-06-27,S7_464,발주가능,9,물,0
2023-06-27,S7_465,발주가능,470,물,470
2023-06-27,S7_466,발주가능,332,주류,331
2023-06-27,S7_488,발주가능,483,빵,476
2023-06-27,S7_489,발주가능,231,빵,231
2023-06-27,S7_491,발주가능,416,빵,407
2023-06-27,S7_492,발주가능,228,빵,225
2023-06-27,S7_470,발주가능,561,주류,555
2023-06-27,S7_486,발주가능,242,빵,234
2023-06-27,S7_487,발주가능,240,빵,237
2023-06-27,S7_498,발주가능,76,빵,70
2023-06-27,S7_500,발주가능,448,빵,443
2023-06-27,S7_502,발주가능,299,빵,293
2023-06-27,S7_504,발주가능,108,빵,107
2023-06-27,S7_506,발주가능,466,빵,464
2023-06-27,S7_509,발주가능,343,빵,335
2023-06-27,S7_507,발주가능,378,빵,374
2023-06-28,S7_3,발주가능,679,빵,679
2023-06-28,S7_479,단종,369,빵,368
2023-06-28,S7_6,발주가능,371,우유,365
2023-06-28,S7_8,발주가능,286,우유,286
2023-06-28,S7_13,발주가능,309,빵,309
2023-06-28,S7_14,발주가능,218,빵,209
2023-06-28,S7_21,단종,85,주류,79
2023-06-28,S7_23,발주가능,446,빵,445
2023-06-28,S7_24,발주가능,34,빵,31
2023-06-28,S7_25,발주가능,290,빵,286
2023-06-28,S7_26,발주가능,231,빵,231
2023-06-28,S7_31,발주가능,313,빵,306
2023-06-28,S7_42,발주가능,484,간식,475
2023-06-28,S7_43,발주가능,442,간식,436
2023-06-28,S7_44,발주가능,266,간식,266
2023-06-28,S7_45,발주가능,524,간식,519
2023-06-28,S7_46,발주가능,91,배달음식,89
2023-06-28,S7_47,발주가능,169,배달음식,160
2023-06-28,S7_48,발주가능,303,배달음식,299
2023-06-28,S7_52,발주가능,623,배달음식,616
2023-06-28,S7_54,발주가능,528,빵,528
2023-06-28,S7_57,발주가능,587,물,578
2023-06-28,S7_60,발주가능,640,빵,632
2023-06-28,S7_517,발주가능,135,빵,128
2023-06-28,S7_64,단종,588,우유,581
2023-06-28,S7_69,단종,278,물,269
2023-06-28,S7_75,발주가능,191,빵,185
2023-06-28,S7_78,발주가능,307,빵,304
2023-06-28,S7_80,발주가능,501,우유,493
2023-06-28,S7_85,발주가능,553,우유,544
2023-06-28,S7_86,발주가능,178,빵,173
2023-06-28,S7_87,발주가능,602,빵,594
2023-06-28,S7_88,발주가능,337,우유,335
2023-06-28,S7_91,발주가능,462,물,461
2023-06-28,S7_94,발주가능,555,우유,554
2023-06-28,S7_95,발주가능,43,주류,39
2023-06-28,S7_96,발주가능,674,주류,673
2023-06-28,S7_101,단종,593,배달음식,590
2023-06-28,S7_103,발주가능,432,물,423
2023-06-28,S7_104,발주가능,142,빵,139
2023-06-28,S7_114,발주가능,35,우유,32
2023-06-28,S7_115,단종,196,우유,195
2023-06-28,S7_116,발주가능,680,우유,679
2023-06-28,S7_119,발주가능,525,기타,517
2023-06-28,S7_120,발주가능,668,기타,665
2023-06-28,S7_519,발주가능,363,빵,356
2023-06-28,S7_126,발주가능,260,물,252
2023-06-28,S7_129,발주가능,105,물,103
2023-06-28,S7_133,발주가능,166,주류,160
2023-06-28,S7_134,발주가능,455,주류,455
2023-06-28,S7_137,발주가능,361,주류,357
2023-06-28,S7_482,발주가능,681,빵,674
2023-06-28,S7_142,발주가능,527,간식,523
2023-06-28,S7_144,발주가능,318,빵,316
2023-06-28,S7_145,발주가능,30,빵,25
2023-06-28,S7_512,발주가능,530,빵,522
2023-06-28,S7_484,발주가능,343,빵,341
2023-06-28,S7_149,발주가능,364,물,360
2023-06-28,S7_150,발주가능,264,물,263
2023-06-28,S7_153,발주가능,642,주류,638
2023-06-28,S7_154,발주가능,288,물,279
2023-06-28,S7_159,발주가능,663,물,657
2023-06-28,S7_160,발주가능,655,물,655
2023-06-28,S7_161,발주가능,472,물,470
2023-06-28,S7_163,발주가능,448,물,443
2023-06-28,S7_164,발주가능,113,물,108
2023-06-28,S7_165,발주가능,263,간식,255
2023-06-28,S7_167,발주가능,566,간식,560
2023-06-28,S7_169,발주가능,662,간식,656
2023-06-28,S7_184,발주가능,400,물,392
2023-06-28,S7_185,발주가능,680,물,673
2023-06-28,S7_189,발주가능,667,배달음식,660
2023-06-28,S7_191,발주가능,143,빵,137
2023-06-28,S7_192,발주가능,539,빵,539
2023-06-28,S7_193,발주가능,186,우유,178
2023-06-28,S7_194,발주가능,473,우유,471
2023-06-28,S7_196,발주가능,261,우유,258
2023-06-28,S7_205,발주가능,287,배달음식,285
2023-06-28,S7_209,발주가능,553,물,553
2023-06-28,S7_212,발주가능,613,물,613
2023-06-28,S7_213,발주가능,29,우유,23
2023-06-28,S7_216,발주가능,56,우유,54
2023-06-28,S7_222,단종,589,빵,586
2023-06-28,S7_223,발주가능,252,빵,245
2023-06-28,S7_225,발주가능,73,물,68
2023-06-28,S7_227,발주가능,516,우유,510
2023-06-28,S7_229,발주가능,344,주류,339
2023-06-28,S7_474,발주가능,43,우유,42
2023-06-28,S7_234,발주가능,575,빵,568
2023-06-28,S7_237,발주가능,611,물,607
2023-06-28,S7_240,발주가능,670,물,663
2023-06-28,S7_241,발주가능,450,물,444
2023-06-28,S7_242,발주가능,265,물,262
2023-06-28,S7_246,발주가능,197,물,192
2023-06-28,S7_247,발주가능,79,물,78
2023-06-28,S7_248,발주가능,135,물,132
2023-06-28,S7_249,발주가능,470,물,465
2023-06-28,S7_252,발주가능,131,우유,126
2023-06-28,S7_254,발주가능,24,간식,21
2023-06-28,S7_258,발주가능,102,간식,94
2023-06-28,S7_259,발주가능,649,간식,646
2023-06-28,S7_260,발주가능,682,간식,679
2023-06-28,S7_261,발주가능,398,간식,391
2023-06-28,S7_262,발주가능,45,간식,42
2023-06-28,S7_266,발주가능,56,배달음식,55
2023-06-28,S7_268,발주가능,549,배달음식,544
2023-06-28,S7_269,발주가능,124,물,118
2023-06-28,S7_270,발주가능,80,빵,75
2023-06-28,S7_271,발주가능,277,빵,271
2023-06-28,S7_272,발주가능,184,빵,180
2023-06-28,S7_275,발주가능,344,우유,342
2023-06-28,S7_279,발주가능,105,빵,105
2023-06-28,S7_283,발주가능,0,주류,-7
2023-06-28,S7_284,발주가능,32,배달음식,24
2023-06-28,S7_285,발주가능,518,우유,511
2023-06-28,S7_286,발주가능,376,물,374
2023-06-28,S7_287,발주가능,451,물,445
2023-06-28,S7_288,발주가능,565,물,558
2023-06-28,S7_289,발주가능,261,물,260
2023-06-28,S7_290,발주가능,166,물,164
2023-06-28,S7_291,발주가능,519,주류,511
2023-06-28,S7_292,발주가능,69,주류,68
2023-06-28,S7_298,발주가능,504,빵,496
2023-06-28,S7_302,발주가능,262,주류,259
2023-06-28,S7_303,발주가능,442,주류,433
2023-06-28,S7_308,발주가능,15,주류,14
2023-06-28,S7_309,발주가능,357,주류,350
2023-06-28,S7_313,발주가능,266,물,266
2023-06-28,S7_320,발주가능,20,빵,16
2023-06-28,S7_321,발주가능,442,빵,434
2023-06-28,S7_325,발주가능,443,주류,441
2023-06-28,S7_329,발주가능,217,주류,215
2023-06-28,S7_333,발주가능,124,간식,124
2023-06-28,S7_334,발주가능,262,간식,253
2023-06-28,S7_337,발주가능,255,간식,251
2023-06-28,S7_341,발주가능,298,우유,292
2023-06-28,S7_342,발주가능,426,우유,417
2023-06-28,S7_346,발주가능,564,빵,561
2023-06-28,S7_347,발주가능,155,빵,152
2023-06-28,S7_349,발주가능,101,빵,100
2023-06-28,S7_352,발주가능,547,빵,538
2023-06-28,S7_353,발주가능,458,빵,456
2023-06-28,S7_358,발주가능,238,물,231
2023-06-28,S7_360,발주가능,236,물,234
2023-06-28,S7_361,발주가능,230,물,229
2023-06-28,S7_362,발주가능,472,물,472
2023-06-28,S7_363,발주가능,608,물,601
2023-06-28,S7_365,발주가능,51,물,42
2023-06-28,S7_369,발주가능,406,물,398
2023-06-28,S7_370,발주가능,367,물,366
2023-06-28,S7_372,발주가능,34,물,28
2023-06-28,S7_373,발주가능,601,물,598
2023-06-28,S7_377,발주가능,639,간식,636
2023-06-28,S7_382,발주가능,604,간식,595
2023-06-28,S7_387,발주가능,536,간식,534
2023-06-28,S7_394,발주가능,187,물,180
2023-06-28,S7_395,발주가능,356,물,348
2023-06-28,S7_397,발주가능,10,물,7
2023-06-28,S7_402,발주가능,223,물,220
2023-06-28,S7_403,발주가능,580,물,573
2023-06-28,S7_407,발주가능,156,물,154
2023-06-28,S7_410,발주가능,185,우유,184
2023-06-28,S7_411,발주가능,567,우유,564
2023-06-28,S7_416,발주가능,646,우유,646
2023-06-28,S7_419,발주가능,347,우유,342
2023-06-28,S7_420,발주가능,318,우유,312
2023-06-28,S7_422,발주가능,0,우유,0
2023-06-28,S7_423,발주가능,450,우유,441
2023-06-28,S7_426,발주가능,256,간식,253
2023-06-28,S7_428,발주가능,312,간식,307
2023-06-28,S7_432,발주가능,393,물,390
2023-06-28,S7_433,발주가능,123,물,119
2023-06-28,S7_434,발주가능,274,물,273
2023-06-28,S7_446,발주가능,441,우유,438
2023-06-28,S7_450,발주가능,114,스낵,111
2023-06-28,S7_451,발주가능,389,스낵,383
2023-06-28,S7_453,발주가능,11,우유,2
2023-06-28,S7_454,발주가능,620,우유,615
2023-06-28,S7_460,발주가능,308,스낵,304
2023-06-28,S7_463,발주가능,589,간식,585
2023-06-28,S7_465,발주가능,29,물,24
2023-06-28,S7_489,발주가능,258,빵,255
2023-06-28,S7_490,발주가능,47,빵,41
2023-06-28,S7_494,발주가능,285,빵,281
2023-06-28,S7_486,발주가능,294,빵,285
2023-06-28,S7_475,발주가능,361,배달음식,354
2023-06-28,S7_476,발주가능,407,우유,401
2023-06-28,S7_477,발주가능,367,우유,367
2023-06-28,S7_498,발주가능,637,빵,632
2023-06-28,S7_500,발주가능,340,빵,339
2023-06-28,S7_502,발주가능,622,빵,621
2023-06-28,S7_504,발주가능,253,빵,253
2023-06-28,S7_506,발주가능,253,빵,253
2023-06-28,S7_509,발주가능,678,빵,675
2023-06-28,S7_510,발주가능,301,빵,297
2023-06-28,S7_507,발주가능,23,빵,19
2023-06-28,S7_511,발주가능,207,빵,204
2023-06-28,S7_514,발주가능,166,빵,162
2023-06-29,S7_2,발주가능,515,빵,509
2023-06-29,S7_478,발주가능,496,빵,493
2023-06-29,S7_6,발주가능,354,우유,349
2023-06-29,S7_9,발주가능,268,빵,267
2023-06-29,S7_10,발주가능,647,빵,642
2023-06-29,S7_12,발주가능,250,빵,244
2023-06-29,S7_14,발주가능,213,빵,210
2023-06-29,S7_15,발주가능,12,빵,11
2023-06-29,S7_16,발주가능,576,주류,573
2023-06-29,S7_19,발주가능,529,우유,524
2023-06-29,S7_23,발주가능,8,빵,1
2023-06-29,S7_25,발주가능,436,빵,429
2023-06-29,S7_29,발주가능,70,주류,67
2023-06-29,S7_31,발주가능,387,빵,382
2023-06-29,S7_32,발주가능,409,빵,408
2023-06-29,S7_34,발주가능,262,우유,254
2023-06-29,S7_35,발주가능,295,우유,286
2023-06-29,S7_38,발주가능,165,우유,161
2023-06-29,S7_39,발주가능,175,우유,175
2023-06-29,S7_41,발주가능,169,우유,164
2023-06-29,S7_45,발주가능,232,간식,228
2023-06-29,S7_48,발주가능,162,배달음식,154
2023-06-29,S7_52,발주가능,675,배달음식,671
2023-06-29,S7_53,발주가능,514,물,507
2023-06-29,S7_54,발주가능,482,빵,480
2023-06-29,S7_57,발주가능,415,물,409
2023-06-29,S7_517,발주가능,221,빵,218
2023-06-29,S7_63,단종,587,우유,580
2023-06-29,S7_65,단종,162,우유,157
2023-06-29,S7_67,발주가능,384,빵,381
2023-06-29,S7_68,발주가능,36,빵,31
2023-06-29,S7_70,발주가능,388,기타,381
2023-06-29,S7_78,발주가능,108,빵,103
2023-06-29,S7_79,발주가능,506,빵,505
2023-06-29,S7_80,발주가능,696,우유,693
2023-06-29,S7_82,발주가능,490,물,490
2023-06-29,S7_86,발주가능,404,빵,395
2023-06-29,S7_87,발주가능,590,빵,582
2023-06-29,S7_93,발주가능,170,물,164
2023-06-29,S7_94,발주가능,288,우유,281
2023-06-29,S7_95,발주가능,330,주류,324
2023-06-29,S7_96,발주가능,409,주류,400
2023-06-29,S7_102,단종,11,배달음식,5
2023-06-29,S7_106,발주가능,275,주류,269
2023-06-29,S7_107,발주가능,108,주류,105
2023-06-29,S7_109,발주가능,409,빵,402
2023-06-29,S7_111,단종,303,우유,296
2023-06-29,S7_112,단종,322,우유,317
2023-06-29,S7_114,발주가능,287,우유,283
2023-06-29,S7_115,단종,678,우유,674
2023-06-29,S7_121,발주가능,233,물,224
2023-06-29,S7_122,발주가능,480,물,478
2023-06-29,S7_127,발주가능,328,빵,321
2023-06-29,S7_128,발주가능,264,빵,255
2023-06-29,S7_130,발주가능,4,스낵,-5
2023-06-29,S7_134,발주가능,38,주류,29
2023-06-29,S7_135,발주가능,451,주류,450
2023-06-29,S7_136,발주가능,587,주류,579
2023-06-29,S7_482,발주가능,171,빵,168
2023-06-29,S7_142,발주가능,467,간식,459
2023-06-29,S7_146,발주가능,562,빵,558
2023-06-29,S7_483,발주가능,212,빵,206
2023-06-29,S7_152,발주가능,513,주류,510
2023-06-29,S7_154,발주가능,671,물,666
2023-06-29,S7_165,발주가능,461,간식,454
2023-06-29,S7_171,발주가능,589,간식,586
2023-06-29,S7_174,발주가능,343,물,336
2023-06-29,S7_176,발주가능,99,빵,97
2023-06-29,S7_177,발주가능,215,물,208
2023-06-29,S7_178,발주가능,70,물,61
2023-06-29,S7_181,발주가능,180,물,178
2023-06-29,S7_183,단종,187,물,179
2023-06-29,S7_187,발주가능,440,배달음식,431
2023-06-29,S7_189,발주가능,236,배달음식,227
2023-06-29,S7_191,발주가능,124,빵,116
2023-06-29,S7_195,발주가능,578,우유,571
2023-06-29,S7_196,발주가능,188,우유,179
2023-06-29,S7_199,발주가능,149,간식,149
2023-06-29,S7_200,발주가능,28,간식,21
2023-06-29,S7_472,발주가능,119,배달음식,110
2023-06-29,S7_205,발주가능,613,배달음식,613
2023-06-29,S7_208,발주가능,436,빵,433
2023-06-29,S7_211,발주가능,385,물,382
2023-06-29,S7_214,발주가능,131,우유,129
2023-06-29,S7_215,발주가능,570,우유,570
2023-06-29,S7_217,발주가능,205,우유,196
2023-06-29,S7_220,발주가능,99,우유,97
2023-06-29,S7_221,발주가능,429,우유,425
2023-06-29,S7_222,단종,445,빵,441
2023-06-29,S7_224,발주가능,198,빵,192
2023-06-29,S7_226,발주가능,348,물,346
2023-06-29,S7_227,발주가능,624,우유,622
2023-06-29,S7_231,발주가능,552,주류,549
2023-06-29,S7_232,발주가능,458,주류,450
2023-06-29,S7_474,발주가능,16,우유,14
2023-06-29,S7_234,발주가능,534,빵,531
2023-06-29,S7_236,발주가능,130,물,124
2023-06-29,S7_238,발주가능,444,빵,436
2023-06-29,S7_239,발주가능,689,빵,687
2023-06-29,S7_241,발주가능,410,물,408
2023-06-29,S7_245,발주가능,471,배달음식,462
2023-06-29,S7_246,발주가능,468,물,468
2023-06-29,S7_247,발주가능,39,물,32
2023-06-29,S7_249,발주가능,511,물,508
2023-06-29,S7_250,발주가능,368,배달음식,365
2023-06-29,S7_251,발주가능,606,배달음식,598
2023-06-29,S7_253,발주가능,390,간식,389
2023-06-29,S7_255,발주가능,339,간식,334
2023-06-29,S7_257,발주가능,255,간식,247
2023-06-29,S7_261,발주가능,8,간식,2
2023-06-29,S7_262,발주가능,75,간식,75
2023-06-29,S7_265,발주가능,301,배달음식,300
2023-06-29,S7_270,발주가능,546,빵,545
2023-06-29,S7_272,발주가능,445,빵,438
2023-06-29,S7_273,발주가능,183,빵,180
2023-06-29,S7_274,발주가능,177,우유,168
2023-06-29,S7_276,발주가능,473,우유,464
2023-06-29,S7_277,발주가능,632,빵,632
2023-06-29,S7_280,발주가능,504,주류,499
2023-06-29,S7_281,발주가능,343,주류,343
2023-06-29,S7_282,발주가능,287,주류,284
2023-06-29,S7_287,발주가능,568,물,561
2023-06-29,S7_289,발주가능,575,물,566
2023-06-29,S7_291,발주가능,121,주류,113
2023-06-29,S7_292,발주가능,486,주류,477
2023-06-29,S7_294,발주가능,683,빵,681
2023-06-29,S7_295,발주가능,534,빵,532
2023-06-29,S7_296,발주가능,35,빵,29
2023-06-29,S7_297,발주가능,640,빵,631
2023-06-29,S7_298,발주가능,498,빵,497
2023-06-29,S7_299,발주가능,117,빵,108
2023-06-29,S7_301,발주가능,487,주류,478
2023-06-29,S7_303,발주가능,421,주류,415
2023-06-29,S7_304,발주가능,347,주류,340
2023-06-29,S7_306,발주가능,398,주류,396
2023-06-29,S7_308,발주가능,518,주류,512
2023-06-29,S7_312,발주가능,12,주류,7
2023-06-29,S7_313,발주가능,382,물,375
2023-06-29,S7_314,발주가능,524,빵,519
2023-06-29,S7_317,발주가능,79,빵,71
2023-06-29,S7_318,발주가능,37,빵,30
2023-06-29,S7_524,발주가능,195,빵,191
2023-06-29,S7_319,발주가능,393,빵,390
2023-06-29,S7_320,발주가능,120,빵,114
2023-06-29,S7_322,발주가능,240,빵,232
2023-06-29,S7_328,발주가능,356,주류,353
2023-06-29,S7_331,발주가능,199,간식,190
2023-06-29,S7_332,발주가능,567,간식,565
2023-06-29,S7_333,발주가능,405,간식,402
2023-06-29,S7_336,발주가능,676,간식,675
2023-06-29,S7_339,발주가능,69,간식,65
2023-06-29,S7_342,발주가능,428,우유,419
2023-06-29,S7_343,발주가능,475,빵,466
2023-06-29,S7_344,발주가능,559,빵,559
2023-06-29,S7_346,발주가능,481,빵,475
2023-06-29,S7_347,발주가능,259,빵,256
2023-06-29,S7_354,발주가능,476,빵,470
2023-06-29,S7_356,발주가능,224,빵,223
2023-06-29,S7_359,발주가능,623,물,619
2023-06-29,S7_360,발주가능,512,물,509
2023-06-29,S7_364,발주가능,58,물,49
2023-06-29,S7_367,발주가능,94,물,92
2023-06-29,S7_370,발주가능,507,물,504
2023-06-29,S7_373,발주가능,646,물,641
2023-06-29,S7_374,발주가능,328,물,321
2023-06-29,S7_375,발주가능,3,간식,-3
2023-06-29,S7_376,발주가능,485,간식,484
2023-06-29,S7_377,발주가능,695,간식,692
2023-06-29,S7_379,발주가능,228,간식,222
2023-06-29,S7_381,발주가능,334,간식,330
2023-06-29,S7_385,발주가능,427,간식,420
2023-06-29,S7_387,발주가능,474,간식,466
2023-06-29,S7_389,발주가능,584,간식,575
2023-06-29,S7_390,발주가능,196,빵,195
2023-06-29,S7_391,발주가능,228,주류,227
2023-06-29,S7_395,발주가능,417,물,410
2023-06-29,S7_404,발주가능,502,물,501
2023-06-29,S7_406,발주가능,69,물,63
2023-06-29,S7_409,발주가능,374,우유,374
2023-06-29,S7_416,발주가능,59,우유,57
2023-06-29,S7_419,발주가능,336,우유,327
2023-06-29,S7_421,발주가능,698,우유,696
2023-06-29,S7_424,발주가능,325,우유,325
2023-06-29,S7_434,발주가능,564,물,562
2023-06-29,S7_435,발주가능,64,물,57
2023-06-29,S7_441,발주가능,681,물,681
2023-06-29,S7_446,발주가능,506,우유,501
2023-06-29,S7_447,발주가능,499,우유,495
2023-06-29,S7_449,발주가능,670,우유,666
2023-06-29,S7_451,발주가능,303,스낵,302
2023-06-29,S7_452,발주가능,82,스낵,73
2023-06-29,S7_453,발주가능,622,우유,618
2023-06-29,S7_454,발주가능,78,우유,72
2023-06-29,S7_456,발주가능,280,우유,280
2023-06-29,S7_457,발주가능,504,우유,503
2023-06-29,S7_458,발주가능,16,주류,16
2023-06-29,S7_493,발주가능,683,빵,678
2023-06-29,S7_460,발주가능,93,스낵,90
2023-06-29,S7_461,발주가능,624,스낵,615
2023-06-29,S7_463,발주가능,565,간식,562
2023-06-29,S7_466,발주가능,695,주류,692
2023-06-29,S7_467,발주가능,555,물,546
2023-06-29,S7_488,발주가능,144,빵,137
2023-06-29,S7_489,발주가능,502,빵,498
2023-06-29,S7_470,발주가능,76,주류,68
2023-06-29,S7_486,발주가능,497,빵,492
2023-06-29,S7_487,발주가능,566,빵,561
2023-06-29,S7_475,발주가능,527,배달음식,522
2023-06-29,S7_495,발주가능,28,빵,27
2023-06-29,S7_503,발주가능,251,빵,245
2023-06-29,S7_504,발주가능,60,빵,60
2023-06-29,S7_505,발주가능,140,빵,136
2023-06-29,S7_509,발주가능,211,빵,203
2023-06-29,S7_513,발주가능,221,빵,219
2023-06-29,S7_515,발주가능,304,빵,301
2023-06-30,S7_516,발주가능,36,빵,28
2023-06-30,S7_478,발주가능,655,빵,648
2023-06-30,S7_479,단종,560,빵,557
2023-06-30,S7_5,발주가능,178,우유,172
2023-06-30,S7_7,발주가능,440,우유,433
2023-06-30,S7_9,발주가능,640,빵,639
2023-06-30,S7_14,발주가능,102,빵,99
2023-06-30,S7_19,발주가능,574,우유,568
2023-06-30,S7_21,단종,579,주류,574
2023-06-30,S7_22,발주가능,449,빵,444
2023-06-30,S7_25,발주가능,641,빵,640
2023-06-30,S7_27,발주가능,673,빵,669
2023-06-30,S7_29,발주가능,499,주류,496
2023-06-30,S7_32,발주가능,290,빵,289
2023-06-30,S7_34,발주가능,29,우유,27
2023-06-30,S7_35,발주가능,169,우유,167
2023-06-30,S7_36,발주가능,655,우유,646
2023-06-30,S7_39,발주가능,473,우유,468
2023-06-30,S7_40,발주가능,349,우유,343
2023-06-30,S7_41,발주가능,122,우유,121
2023-06-30,S7_42,발주가능,202,간식,202
2023-06-30,S7_45,발주가능,572,간식,564
2023-06-30,S7_46,발주가능,470,배달음식,466
2023-06-30,S7_48,발주가능,282,배달음식,276
2023-06-30,S7_53,발주가능,618,물,612
2023-06-30,S7_55,단종,362,빵,361
2023-06-30,S7_56,발주가능,556,물,554
2023-06-30,S7_57,발주가능,203,물,203
2023-06-30,S7_59,발주가능,55,배달음식,50
2023-06-30,S7_62,발주가능,61,빵,53
2023-06-30,S7_63,단종,165,우유,164
2023-06-30,S7_64,단종,555,우유,546
2023-06-30,S7_65,단종,276,우유,276
2023-06-30,S7_66,단종,110,우유,109
2023-06-30,S7_67,발주가능,146,빵,138
2023-06-30,S7_68,발주가능,674,빵,671
2023-06-30,S7_69,단종,163,물,158
2023-06-30,S7_72,발주가능,564,물,557
2023-06-30,S7_73,발주가능,176,물,173
2023-06-30,S7_518,발주가능,96,빵,89
2023-06-30,S7_77,발주가능,426,빵,426
2023-06-30,S7_79,발주가능,91,빵,86
2023-06-30,S7_81,발주가능,459,우유,457
2023-06-30,S7_82,발주가능,449,물,447
2023-06-30,S7_84,발주가능,22,우유,20
2023-06-30,S7_85,발주가능,8,우유,8
2023-06-30,S7_87,발주가능,275,빵,273
2023-06-30,S7_88,발주가능,356,우유,355
2023-06-30,S7_93,발주가능,572,물,565
